abastecer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abastionar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abatanar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abatatar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abatir,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abatojar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abdicar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abducir,IR,,,,NORECONOCIDO
abebrar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
abejear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abejonear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abejorrear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abeldar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abellacar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abellestar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abemolar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aberenjenar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aberrar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abestiar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abestionar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abetunar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abichar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abieldar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abigarrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abinar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abisagrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abiselar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abismar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abitar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abjurar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ablandar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ablandecer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ablandir,IR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
ablentar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abluir,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abnegar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abobar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abocadear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abocanar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abocar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abocardar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abocetar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abochornar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abocinar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abofar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abofetear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abolicionar,AR,,,,NORECONOCIDO
abolir,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abollar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abollonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abolsar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abombar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abominar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abonanzar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abondar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aboquillar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abordar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abordonar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aborrajar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aborrascar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aborrecer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aborregar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aborrir,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aborronar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abortar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aborujar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abotagar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abotargar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abotonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abovedar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aboyar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abozalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abracar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abracijar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abrahonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrasar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abravar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abravecer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrazar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrenunciar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
abretonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrevar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abreviar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrezar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abribonar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
abrigar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrillantar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abriolar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrir,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrochar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrogar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abromar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abroncar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abroquelar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrotoñar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abrumar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abruzar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
absconder,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
absentar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
absolutizar,AR,,,,NORECONOCIDO
absolver,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
absorber,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
absortar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abstener,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
absterger,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abstraer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abuñolar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abuñuelar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abuchear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abulagar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abultar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abundar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aburar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aburguesar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aburrar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
aburrir,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aburujar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abusar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
abuzar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acañaverear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acañonenear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acabañar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acabalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaballar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaballerar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaballonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acabar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acabdar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acabdellar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acabdillar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acabestrillar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acabildar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acabtar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acachar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acachetar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acachetear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acachorrar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
academizar,AR,,,,NORECONOCIDO
acaecer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acafelar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaguar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acairelar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acalabrotar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acalambrar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acaldar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acalenturar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acallantar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acallar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acalmar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acaloñar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acalorar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acalugar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acalumniar,AR,IRREGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acamar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acampanar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acampar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acanalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acanallar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acanelonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acantalear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acantear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acantilar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acantonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaparar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaparrar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acapillar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acapizar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acaptar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acapullar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaramelar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acarar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acardenalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acarear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acariciar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaronar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acarralar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acarrar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acarrazar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acarrear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acarretar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acartonar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acaserar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acatar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acatarrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaudalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acaudillar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acceder,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
accender,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
accidentar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
accionar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acebadar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acechar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acecinar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acedar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aceitar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acelerar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acemilar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acender,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acendrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acensar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acensuar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acentuar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acepar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acepillar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aceptar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acequiar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acerar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acerbar,AR,,,,NORECONOCIDO
acercar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acernadar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acerrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acerrojar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acertar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acervar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acetar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acetificar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acetrinar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acevilar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acezar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achabacanar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achacar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achaflanar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achajuanar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
achancar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achantar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achaparrar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
achaplinar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acharar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acharolar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achatar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achicar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achicharrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achiguar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
achinar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achiquitar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achispar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achocar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achochar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acholar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achubascar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
achuchar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achucharrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achucuyar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achulapar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
achular,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
achunchar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achuntar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
achurar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acibarar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acibarrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aciberar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acicalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acicatear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acidificar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acidular,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aciemar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aciguatar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acimentar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acinturar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acivilar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
aclamar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclarar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclarecer,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclimar,AR,,,,NORECONOCIDO
aclimatar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
aclocar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acobardar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acobdar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acobdiciar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acobijar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acocar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acocear,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acochar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acochinar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoclar,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
acocotar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodalar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoderar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodiciar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acodillar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoger,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoginar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acogollar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acogombrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acogotar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acohombrar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acoitar,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
acojonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolchar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolchonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolgar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acolitar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acollar,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acollarar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acollonar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acombar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
acomedar,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
